ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD201611,11/01/2016,86896657,93362242,62885803,65821472,24010854,27540769,72215277,78417879,53280611,55919897,18934666,22497982,83.1,84,84.7,85,78.9,81.7,7322,8641,59269,60902,66591,69543,72625059,79160431,3397217,3235835,1091621,1103535,1087895,1106550,541014515,543897861,842380,846331,257922,263087,2159.5,2127,46.1,45.3,102.4,255154,265314,123.6,0.2,125.5,1,124.2,0.5,106.33002131,127.47601371,1.5,1.3421,1.2605,0.8155,1.4905,1.1671,1.0747,1.1756,1.1344,0.9164,1.3669
SATD201612,12/01/2016,92983411,94402352,65698076,66073086,27285335,28329266,76957615,79112757,54812269,56030489,22145346,23082267,82.8,83.8,83.4,84.8,81.2,81.5,8805,8860,59178,60878,67983,69738,77310983,79564726,3455965,3215358,1056960,1083908,1098445,1131465,562539179,544717155,810009,845529,270123,264625,2866.3,2260.3,44.9,46.1,103.2,264778,267135,124.8,1,125.9,0.3,125.1,0.7,107.08286203,130.20045688,1.48,1.349,1.2525,0.801,1.5241,1.1689,1.0737,1.1825,1.2055,0.9324,1.3773
SATD201701,01/01/2017,89957347,95001301,63084040,66560013,26873307,28441288,71433297,79851753,50136641,56600730,21296656,23251023,79.4,84.1,79.5,85,79.2,81.8,8512,8889,54109,61510,62621,70400,71876269,80212263,2993084,3192955,1076303,1095812,1106662,1123215,458016423,558578042,805134,857781,270123,267820,2913.8,2160,43.9,46.3,103,242600,266509,124.3,-0.4,127.2,1,125.2,0.1,106.8398079,130.48143918,1.47,1.36,1.2438,0.8098,1.513,1.1986,1.0893,1.1968,1.152,0.9379,1.3748
SATD201702,02/01/2017,81365955,94811778,57436642,66288833,23929313,28522945,64261254,78957541,46484890,55969479,17776364,22988062,79,83.3,80.9,84.4,74.3,80.6,7299,8833,51078,61150,58377,69983,64666236,79541316,2710384,3241452,1008629,1118473,1033113,1129628,405865664,544783542,780180,847493,245467,271129,2340.2,2014.3,43,47.5,104.1,225644,265234,125.1,0.6,125.9,-1,125.3,0.1,106.42873503,130.58052541,1.48,1.3486,1.2627,0.8266,1.5216,1.169,1.0762,1.2115,1.0743,0.9621,1.3896
SATD201703,03/01/2017,96763000,95070759,68737057,66461773,28025943,28608986,80838984,78871621,58791439,55970822,22047545,22900799,83.5,83,85.5,84.2,78.7,80,8999,8715,63963,60930,72962,69644,81311996,79833618,3435973,3300796,1096388,1094773,1115358,1122306,530748447,550518043,888768,842573,274785,271156,2523.3,2250.6,47.7,48.3,103,268343,265123,125.4,0.2,126.1,0.2,125.5,0.2,107.09216037,130.53026842,1.49,1.3535,1.2858,0.8091,1.5118,1.1813,1.07,1.2117,1.2003,0.9775,1.375
SATD201704,04/01/2017,94777063,95683101,66075380,66700961,28701683,28982140,79494360,80349981,56302476,56446147,23191884,23903834,83.9,84,85.2,84.6,80.8,82.5,9163,9200,61099,61647,70262,70847,79935852,80751506,3249956,3306114,1060194,1088198,1095916,1129852,561148298,575608768,837027,841445,279556,280508,1932,2205.6,44.1,44.3,104.4,272864,270670,125.8,0.3,127.1,0.8,126.2,0.6,108.16514491,130.43260994,1.48,1.3691,1.2879,0.8042,1.5219,1.2352,1.0685,1.2535,1.1763,0.8968,1.3932
SATD201705,05/01/2017,99451590,95945574,68835215,66924710,30616375,29020864,83542041,80127928,59016291,56644676,24525750,23483251,84,83.5,85.7,84.6,80.1,80.9,9236,9048,64443,61477,73679,70525,83939006,80721766,3395667,3362188,1104639,1094834,1163002,1138594,574606036,555433720,878191,842096,290050,281109,1892,2289.9,42.6,41.5,104.7,281264,266153,126.4,0.5,127.1,0,126.6,0.3,108.25856073,131.24271845,1.49,1.3686,1.3097,0.8091,1.5337,1.1919,1.0694,1.2561,1.2213,0.8409,1.3983
SATD201706,06/01/2017,103710325,96754756,71663412,67607690,32046913,29147066,89667877,79991234,62468978,56573065,27198899,23418169,86.5,82.7,87.2,83.7,84.9,80.3,10262,8990,66746,61050,77008,70039,90130486,80538294,3442624,3432658,1099685,1105488,1148295,1142031,636313142,560493421,844939,834314,278060,278218,1910.4,2300.3,44.7,44.5,103.6,280290,266376,126.3,-0.1,126.6,-0.4,126.3,-0.2,108.48453188,130.56196459,1.49,1.3655,1.3372,0.817,1.5383,1.2027,1.0595,1.2432,1.2268,0.9012,1.3837
SATD201707,07/01/2017,108632534,97544765,74806757,68430336,33825777,29114429,94106754,80875769,65035238,57319770,29071516,23555998,86.6,82.9,86.9,83.8,85.9,80.9,11242,9102,68575,62166,79817,71268,94641128,81295489,3451415,3463809,1099606,1073539,1145409,1134210,667515087,555128172,792993,835636,284041,279462,2141.6,2315.2,45.7,45.1,107.3,288566,269548,128.8,2,127.4,0.6,128.3,1.6,108.21369086,130.75042833,1.49,1.3783,1.3493,0.7934,1.5278,1.1912,1.0612,1.2488,1.2348,0.913,1.4319
SATD201708,08/01/2017,105782526,97143336,73231170,68182789,32551356,28960547,90444528,80922772,62520313,57373603,27924215,23549170,85.5,83.3,85.4,84.1,85.8,81.3,10437,9113,66665,61888,77102,71001,90980861,81444448,3534006,3520564,1155836,1076267,1207978,1144882,628885839,549709581,840222,828728,281100,276115,2093.8,2275.7,47,44.8,108.3,282558,267211,129.5,0.5,127.3,-0.1,128.7,0.3,107.72260906,132.17704169,1.5,1.3809,1.3714,0.7954,1.5422,1.1796,1.0524,1.2338,1.2137,0.9061,1.4465
SATD201709,09/01/2017,91409247,94859409,63120361,66368211,28288886,28491198,74645832,79241378,51871588,56187555,22774244,23053823,81.7,83.5,82.2,84.7,80.5,80.9,7773,8682,57145,60208,64918,68890,75092482,78885065,3514525,3515797,1085240,1072849,1130713,1118272,511006011,528926395,846559,828628,260591,266397,1920.5,2288.8,44,43.4,109,265212,266506,129.4,-0.1,124.4,-2.3,127.6,-0.9,107.84792034,132.84323244,1.45,1.3375,1.3696,0.7929,1.5063,1.135,1.0523,1.1904,1.2207,0.8791,1.4551
SATD201710,10/01/2017,96446815,97419761,68007445,68166750,28439370,29253011,80629312,81593016,58257903,58206775,22371409,23386241,83.6,83.8,85.7,85.4,78.7,79.9,8079,8984,64625,62912,72704,71896,81168258,81835007,3725482,3497449,1141730,1089467,1223973,1155369,544835510,551274539,913074,834402,290875,287087,2031.5,2324.2,45.7,42.9,109.4,278888,268718,130.6,0.9,128,2.9,129.6,1.6,109.18979973,133.93203883,1.46,1.3875,1.3624,0.8051,1.5563,1.1829,1.0596,1.2828,1.2396,0.8686,1.4602
SATD201711,11/01/2017,90290523,97089282,65149170,68201857,25141353,28887425,75655182,81820064,55883967,58343179,19771215,23476885,83.8,84.3,85.8,85.5,78.6,81.3,7719,9005,61911,63755,69630,72760,76124221,82371243,3845502,3656685,1076599,1091133,1134901,1158492,552222667,550246899,833902,838385,293896,297865,2357.3,2309.5,46.6,45.6,110.2,258159,268212,132.2,1.2,128.7,0.5,131,1.1,109.47091216,136.4882924,1.44,1.3966,1.4244,0.8064,1.5605,1.1807,1.0647,1.331,1.2317,0.9239,1.4708
SATD201712,12/01/2017,96283221,97511016,68235415,68595036,28047806,28915980,79629124,81822740,56980320,58296970,22648804,23525770,82.7,83.9,83.5,85,80.8,81.4,8955,9062,61374,63442,70329,72504,80037671,82360230,3809805,3588373,1072484,1095560,1146773,1169110,558435738,544685078,775827,826198,300128,293145,3086,2442.4,43.9,44.5,112,267958,272319,133.9,1.3,128.1,-0.5,131.8,0.6,109.72802192,136.46887493,1.44,1.3964,1.3978,0.8097,1.5748,1.1688,1.0492,1.3099,1.3026,0.9016,1.4956
SATD201801,01/01/2018,93056109,98344396,65566520,69180914,27489589,29163482,73352756,82525368,51716869,58740591,21635887,23784776,78.8,83.9,78.9,84.9,78.7,81.6,8598,9056,55830,63814,64428,72870,73795773,82904768,3401398,3603239,1044062,1060103,1150154,1167409,438710211,541894163,790699,824975,291804,287961,3340.9,2503.2,45,47.2,109,244736,268361,131.8,-1.6,128.7,0.5,130.6,-0.9,109.72596764,137.49486008,1.45,1.4056,1.4036,0.7834,1.5725,1.1628,1.0476,1.2868,1.3351,0.9551,1.455
SATD201802,02/01/2018,85156278,99250885,60464271,69769834,24692007,29481051,68213441,83826862,49452398,59478278,18761043,24348585,80.1,84.5,81.8,85.2,76,82.6,7637,9265,54078,64808,61715,74073,68674180,84120386,3085173,3716477,1002320,1108849,1096709,1195056,397611189,539512990,768012,835606,264816,291827,2710.7,2338.8,43.9,48.4,111.8,227759,267857,134.3,1.9,130.5,1.4,132.9,1.8,109.99270009,138.03483724,1.45,1.4262,1.4477,0.8195,1.6098,1.1577,1.0611,1.304,1.2474,0.98,1.4923
SATD201803,03/01/2018,100683549,98988783,71674603,69349450,29008946,29639332,85599897,83050533,61707206,58531636,23892691,24518897,85,83.9,86.1,84.4,82.4,82.7,9647,9182,66643,63818,76290,73000,86103130,84281872,3751124,3679457,1134192,1131609,1192474,1203620,507584752,510419977,843259,815506,291322,288703,2796.7,2512.1,49.8,50.7,112.2,270705,268556,135.8,1.1,129.6,-0.7,133.6,0.5,110.49264774,138.30354083,1.45,1.429,1.4333,0.8363,1.6213,1.0953,1.0356,1.2901,1.3398,1.0253,1.4977
SATD201804,04/01/2018,99520372,100597800,70357641,70967619,29162731,29630181,82536712,84137604,59340837,59752682,23195875,24384922,82.9,83.6,84.3,84.2,79.5,82.3,9074,9206,64557,64784,73631,73989,83009459,84354438,3551102,3548272,1095849,1121549,1170294,1198986,502623911,540706374,831169,819089,283594,285077,2350.5,2689.5,52.5,52.5,111.6,275127,273320,135.8,0,130,0.3,133.8,0.1,111.74770664,139.28012564,1.45,1.4302,1.3822,0.8289,1.6151,1.1603,1.0402,1.2739,1.4344,1.063,1.4893
SATD201805,05/01/2018,104550878,100825620,73310982,71212189,31239896,29613430,88019738,83754248,62580573,59511364,25439165,24242884,84.2,83.1,85.4,83.6,81.4,81.9,9452,9194,67844,64493,77296,73687,88525374,84661184,3754250,3701406,1139422,1123199,1234657,1211960,556052014,536097384,859977,825633,298650,289583,2055,2490.5,54.2,53.2,113,283713,267556,136.7,0.7,130.6,0.5,134.5,0.5,110.69450809,140.68246716,1.44,1.4354,1.4419,0.8301,1.6325,1.1504,1.0485,1.294,1.3283,1.0775,1.5089
SATD201806,06/01/2018,107912286,101130205,75323764,71571559,32588522,29558646,94375329,84438926,66095834,60304098,28279495,24134828,87.5,83.5,87.7,84.3,86.8,81.7,10606,9270,70278,64945,80884,74216,94917320,85192746,3700674,3695908,1121208,1127623,1223757,1215461,600475156,527206413,824159,828820,290939,290698,2063.1,2475.9,53.8,53.5,114,282648,269325,137.4,0.5,131.3,0.5,135.2,0.5,111.60769102,141.02798401,1.45,1.4444,1.4397,0.8333,1.6372,1.1313,1.0525,1.299,1.3205,1.082,1.5216
SATD201807,07/01/2018,112677219,101198462,78406996,71590701,34270223,29607761,98883723,84599169,69091770,60468931,29791953,24130238,87.8,83.6,88.1,84.5,86.9,81.5,11421,9298,72540,64560,83961,73858,99373488,85284633,3653033,3637488,1135364,1113931,1222909,1210254,655798387,540583080,798985,822631,290901,286419,2350.7,2518.5,49.8,49,113.5,290989,270452,136.2,-0.9,131.1,-0.2,134.4,-0.6,111.74878784,140.74842947,1.45,1.446,1.417,0.8232,1.6302,1.16,1.0447,1.2799,1.3432,0.9921,1.5147
SATD201808,08/01/2018,110046265,101334947,76722877,71614115,33323388,29720832,94835592,84682017,66132066,60633442,28703526,24048575,86.2,83.6,86.2,84.7,86.1,80.9,10649,9272,70339,64479,80988,73751,95268900,85285312,3670755,3642935,1192493,1117256,1266891,1201001,622165201,538429942,835087,820174,296027,290828,2313.8,2498.8,52,50.2,114.1,284989,267900,136.8,0.4,131,-0.1,134.8,0.3,112.50822389,141.80611079,1.46,1.446,1.4191,0.8257,1.6178,1.1554,1.0415,1.2996,1.3327,1.0156,1.5228
SATD201809,09/01/2018,98096193,101592337,68530530,71939658,29565663,29652679,79102243,84506036,55431382,60432901,23670861,24073135,80.6,83.2,80.9,84,80.1,81.2,8233,9235,60469,64738,68702,73973,79470511,83656269,3699185,3724531,1114114,1107138,1200516,1193404,495908489,513888482,818166,820144,305793,313213,2156.1,2565.6,50.3,50.2,115.2,267434,269877,138.6,1.3,129.2,-1.4,135.3,0.4,112.55720233,142.33723587,1.46,1.4184,1.4509,0.8182,1.6075,1.1027,1.0415,1.3996,1.3683,1.0166,1.5381
SATD201810,10/01/2018,101209471,102022799,72044942,72010123,29164529,30012675,84374600,85784914,61011632,61267888,23362968,24517026,83.4,84.1,84.7,85.1,80.1,81.7,8424,9456,67082,65241,75506,74697,84871437,85846045,3947446,3694157,1150092,1103676,1269398,1199387,541695863,542034706,923455,831916,313644,310322,2285.9,2597.7,56.2,53.8,116.1,281382,270155,139.7,0.8,132.1,2.2,137.1,1.3,112.36896512,142.11050828,1.46,1.4555,1.439,0.8156,1.6156,1.1631,1.0564,1.3867,1.3854,1.0881,1.5502
SATD201811,11/01/2018,94867555,101438848,69098159,71957211,25769396,29481637,79461417,85170949,58779362,60689033,20682055,24481915,83.8,84,85.1,84.3,80.3,83,8079,9313,64660,65800,72739,75113,79928596,85647877,3813586,3629256,1077864,1093214,1174197,1193747,561549866,552242770,814395,813105,314398,316255,2715.9,2641.9,50.2,49,117.1,260473,269052,139.7,0,131.1,-0.8,136.7,-0.3,112.45859673,140.4731582,1.45,1.4521,1.4138,0.8079,1.608,1.185,1.0326,1.4132,1.409,0.9923,1.5628
SATD201812,12/01/2018,100428417,101372654,71865620,72168799,28562797,29203855,82764474,85755128,59477976,61413461,23286498,24341667,82.4,84.6,82.8,85.1,81.5,83.4,9238,9358,63646,66910,72884,76267,83062296,86254216,3841791,3632708,1090950,1110209,1190997,1212221,551882741,544258662,765150,820387,326224,317407,2999.5,2387.5,50.2,50.4,115.1,270370,277525,137.8,-1.4,132,0.7,135.8,-0.7,112.49373579,139.30753855,1.5,1.4624,1.4151,0.8205,1.6329,1.1679,1.0418,1.4183,1.2734,1.0194,1.5371
SATD201901,01/01/2019,96987157,102314089,68754681,72433506,28232476,29880583,76935981,86511466,54357953,61652743,22578028,24858723,79.3,84.6,79.1,85.1,80,83.2,8984,9481,58034,66772,67018,76253,77340251,86308064,3500837,3703458,1070997,1083790,1173664,1195166,443790117,548842770,775609,808510,326965,322894,3424.3,2580.4,43.2,45.1,115.4,248927,273421,138,0.1,131.6,-0.3,135.7,-0.1,111.75278828,138.90405483,1.5,1.4633,1.4427,0.801,1.6099,1.1777,1.0267,1.4429,1.3762,0.9136,1.5413
SATD201902,02/01/2019,87915449,102604013,62805313,72547687,25110136,30056326,70762598,86975004,51406118,61704393,19356480,25270611,80.5,84.8,81.8,85.1,77.1,84.1,7898,9615,55679,66908,63577,76523,71123784,87228551,3016482,3656801,965072,1068473,1079346,1175259,400576951,544729473,742566,809802,293373,321949,3019.1,2607.7,33.8,38.5,116,231791,272141,137,-0.7,132.6,0.8,135.4,-0.2,111.17466975,139.63192461,1.5,1.4789,1.4245,0.7896,1.5831,1.1689,1.0284,1.4386,1.3908,0.7789,1.5486
SATD201903,03/01/2019,105309484,103585200,75651237,73192774,29658247,30392425,90028517,87977647,65407751,62363648,24620766,25613999,85.5,84.9,86.5,85.2,83,84.3,9977,9621,70233,67542,80210,77163,90478107,89156226,3782260,3677343,1030008,1023412,1171903,1171282,517020057,549630576,834429,822956,328368,326947,2927.8,2664.2,39.2,40.1,116,272379,270920,137.1,0.1,135.3,2,136.4,0.7,111.18656297,139.13677898,1.47,1.5116,1.4325,0.7563,1.5777,1.1794,1.0451,1.461,1.4209,0.8109,1.5483
SATD201904,04/01/2019,101856842,103323854,72335257,73108706,29521585,30215148,86209795,87208941,61953259,61975882,24256536,25233059,84.6,84.4,85.6,84.8,82.2,83.5,9489,9588,66938,66667,76427,76256,86684142,87631661,3618268,3642925,1088070,1109381,1124254,1154780,532041046,549194560,855000,827347,317497,319509,2212.4,2529.3,42.9,42.6,116.9,273413,271928,138.3,0.9,133.9,-1,136.7,0.2,110.57968447,139.04825814,1.47,1.4858,1.4191,0.8199,1.5555,1.1785,1.0506,1.4277,1.3489,0.8632,1.5607
SATD201905,05/01/2019,107425049,103918197,75386137,73486592,32038912,30431604,92550535,87369097,65811235,62019060,26739300,25350037,86.2,84.1,87.3,84.4,83.5,83.3,9982,9565,71365,66652,81347,76218,92977220,88313601,3745106,3676136,1109479,1086779,1157308,1136394,576765031,552507322,863434,826709,333172,324411,2134,2590,41.5,40.5,116.9,289711,271676,138,-0.2,134.6,0.5,136.8,0.1,110.73408007,138.71758995,1.47,1.4973,1.432,0.8032,1.5307,1.1856,1.0498,1.4496,1.3813,0.819,1.561
SATD201906,06/01/2019,110097457,103425610,76617273,73079042,33480184,30346568,97811522,87674271,68413224,62735050,29398298,24939222,88.8,84.8,89.3,85.8,87.8,82.2,11049,9601,72791,68145,83840,77746,98273616,88393462,3595934,3605277,1055850,1065250,1132621,1133881,618224369,547436447,802010,826355,324508,323439,2119.3,2533.2,37.1,36.7,117.6,281359,269353,137.2,-0.6,134.6,0,136.3,-0.4,110.86912216,137.54540263,1.47,1.4987,1.4044,0.7873,1.5274,1.1747,1.0494,1.4453,1.351,0.7429,1.5702
SATD201907,07/01/2019,114924902,103589162,80081728,73408092,34843174,30181070,101794185,87260026,71276651,62568600,30517534,24691426,88.6,84.2,89,85.2,87.6,81.8,11673,9574,75284,66729,86957,76303,102295052,88010948,3655393,3608836,1084559,1068327,1153557,1138398,657244637,543914918,823886,828633,330838,326320,2393.9,2546.7,43.1,42.3,119,291520,269606,139.4,1.6,134.3,-0.2,137.6,1,110.2887331,136.34123358,1.46,1.4922,1.4058,0.7895,1.5334,1.1672,1.0523,1.4582,1.3583,0.8559,1.5889
SATD201908,08/01/2019,113124199,104398660,78976853,73960015,34147346,30438645,98025331,87964853,68148009,63058186,29877322,24906667,86.7,84.3,86.3,85.3,87.5,81.8,11065,9665,72718,67583,83783,77249,98411628,88794929,3670233,3656667,1134765,1067113,1197130,1128710,626644744,544568158,837867,839515,331841,325875,2433.9,2611.6,47.9,46.5,120.5,293308,276508,141.4,1.4,135.7,1,139.4,1.3,111.12742124,135.75014278,1.45,1.5055,1.4244,0.7886,1.5204,1.1686,1.0661,1.4562,1.3929,0.9413,1.6087
SATD201909,09/01/2019,101087368,104328961,70649657,73739201,30437711,30589760,83345979,89227692,58213796,63419652,25132183,25808040,82.4,85.5,82.4,86,82.6,84.4,8610,9653,63981,67683,72591,77336,83814263,88228657,3528614,3537315,1030894,1029078,1128691,1124795,528336348,538838832,848091,833450,304027,311949,2206.3,2620.6,43.2,43.5,117.6,273319,274195,137.8,-2.5,134.8,-0.7,136.7,-1.9,110.78003114,134.75728155,1.46,1.4959,1.3779,0.7605,1.5151,1.1563,1.0584,1.3939,1.3977,0.8804,1.5702
SATD201910,10/01/2019,104422363,104762587,74904315,74380750,29518048,30381837,87646447,88684956,63323854,63227763,24322593,25457193,83.9,84.7,84.5,85,82.4,83.8,8694,9764,69922,67765,78616,77529,88208390,88690258,3832880,3598642,1050629,1007797,1170089,1106895,540165523,531618846,917503,830471,311611,308796,2306.5,2606.4,45.5,43.3,118,283961,272669,137.7,-0.1,135,0.1,136.8,0.1,109.83689893,133.36179326,1.46,1.5037,1.4018,0.7448,1.491,1.1408,1.0546,1.3799,1.3901,0.8765,1.5758
SATD201911,11/01/2019,98506078,104791532,72118568,74908985,26387510,29882547,80521747,89846720,59158779,64325311,21362968,25521409,81.7,85.7,82,85.9,81,85.4,8257,9609,64817,69949,73074,79557,81010197,89651382,3850420,3595272,991938,1007770,1085903,1100378,524186383,542834574,815984,828833,310579,310081,2783.8,2685,43,41.8,117.4,260326,269800,137.3,-0.3,135.9,0.7,136.9,0.1,110.44410178,132.67961165,1.44,1.52,1.4005,0.7448,1.4822,1.1648,1.0525,1.3856,1.432,0.8455,1.5676
SATD201912,12/01/2019,105336301,105527847,76153733,75905034,29182568,29622812,89959899,89535765,65288157,63950124,24671742,25585641,85.4,84.8,85.7,84.3,84.5,86.4,9584,9650,69719,69590,79303,79240,90389595,90937733,3675341,3561479,988111,1003465,1066873,1090228,583637283,551589302,793201,831358,322814,312886,3170.7,2537.7,43.4,43,116.4,261757,269023,136,-0.9,137.3,1,136.6,-0.2,110.21996868,132.43974872,1.43,1.5418,1.3874,0.7416,1.4686,1.1836,1.0557,1.3981,1.3534,0.8698,1.5538
SATD202001,01/01/2020,101193363,106953588,72425576,76610082,28767787,30343505,81045830,91131314,57629920,65283473,23415910,25847840,80.1,85.2,79.6,85.2,81.4,85.2,9161,9816,61623,70873,70784,80688,81536356,90187866,3357180,3547498,1003748,1012570,1112546,1100317,447564878,551719424,816990,844554,321678,318873,3327.3,2519.2,40.8,42.5,116.1,260847,285452,135.9,-0.1,137.4,0.1,136.5,-0.1,109.56594979,130.75071388,1.44,1.5291,1.3819,0.7483,1.4821,1.1839,1.0725,1.4249,1.3436,0.8609,1.5494
SATD202002,02/01/2020,92853151,104786691,68495033,76591392,24358118,28195300,73892439,87796903,55336127,64301499,18556312,23495404,79.6,83.8,80.8,84,76.2,83.3,7962,9391,59868,70470,67830,79861,74428889,89645634,2954420,3486422,929332,977382,1027532,1078121,400433113,539488321,790486,836021,305296,326733,3062.3,2584.3,37,41.9,116.4,242695,284040,135.8,-0.1,136.4,-0.7,136,-0.4,109.92771987,130.49114792,1.43,1.5199,1.3581,0.7223,1.4522,1.1577,1.0617,1.46,1.3783,0.8488,1.5537
SATD202003,03/01/2020,82523537,80875419,64968396,62727939,17555141,18147479,42770844,41842252,32526486,31044713,10244358,10797539,51.8,51.7,50.1,49.5,58.4,59.5,4653,4518,34414,33080,39067,37598,43175178,42320015,3607785,3471534,954273,943883,1019288,1017677,233377315,270175560,507090,484640,309006,309125,2725.5,2514.9,40.3,41.2,116.7,226638,224870,134.4,-1,70.2,-48.5,110,-19.1,105.53177012,122.98686465,1.53,0.7175,1.3523,0.6976,1.3708,0.5798,0.6154,1.3813,1.3413,0.8334,1.5577
SATD202004,04/01/2020,21032453,21357743,19489079,19773966,1543374,1583778,2908236,2907777,2551127,2538860,357109,368917,13.8,13.6,13.1,12.8,23.1,23.3,137,138,2877,2858,3014,2996,3086801,3380999,3473104,3486834,806193,822323,929822,956922,36018048,55138416,172152,146415,271251,273443,2263.6,2585.3,39.3,38.9,106.5,167617,167174,124.3,-7.5,12.9,-81.6,81.7,-25.7,91.557454787,105.31753284,1.68,0.0573,1.3583,0.6077,1.289,0.1183,0.1859,1.2219,1.3788,0.7872,1.4215
SATD202005,05/01/2020,23867176,23373163,22120039,21718436,1747137,1654726,8597006,8109169,8117835,7659007,479171,450162,36,34.7,36.7,35.3,27.4,27.2,191,182,9697,9129,9888,9310,8836134,3915326,3824907,3793306,790239,763055,1004416,982536,69098462,49203108,201375,196640,275968,267338,2076.7,2518.8,36.9,35.7,109.5,221006,204304,126,1.4,16.6,28.7,84.2,3.1,92.995020526,107.67133067,1.34,0.0664,1.4777,0.5639,1.3235,0.1056,0.2497,1.1946,1.3433,0.7225,1.4622
SATD202006,06/01/2020,27523797,26121226,24940443,23763538,2583354,2357688,14904888,13638329,14007580,12873613,897308,764717,54.2,52.2,56.2,54.2,34.7,32.4,404,351,16207,14970,16611,15321,15248985,5743382,3914103,3882078,818516,830667,1066427,1064299,128982242,54315233,257199,249836,260117,258103,2134.2,2533,38.6,38.3,111.4,250330,235771,129.1,2.5,21.7,30.7,88.2,4.8,99.11862242,119.12964021,1.22,0.0974,1.5123,0.6139,1.4336,0.1166,0.3173,1.1533,1.3509,0.7743,1.487
SATD202007,07/01/2020,45800946,41775800,40313263,37026977,5487683,4748824,22062675,19049181,20075949,17458827,1986726,1590353,48.2,45.6,49.8,47.2,36.2,33.5,1133,919,22922,20005,24055,20924,22439042,6939893,4047718,3989395,894366,884199,1142352,1128548,160734686,43257211,305931,304339,283793,278270,2468.3,2611,39.5,38.7,114.1,265550,242159,133.2,3.2,26.3,21.2,92.6,5,102.71815902,124.71016562,1.21,0.1177,1.5541,0.6534,1.5202,0.0928,0.3865,1.2435,1.3925,0.783,1.5236
SATD202008,08/01/2020,49987894,46684022,42874072,40351701,7113822,6332321,23818082,22127945,21184556,19919345,2633526,2208600,47.6,47.4,49.4,49.4,37,34.9,1401,1234,24431,23172,25832,24406,24135654,15561680,4005875,4008167,958544,899869,1232840,1168416,157997236,81224697,317876,337493,283502,276467,2404.3,2559,38,36.6,112,265060,251358,131.6,-1.2,35.4,34.6,95.4,3,103.7190274,125.73443746,1.22,0.2638,1.5614,0.665,1.5739,0.1743,0.4286,1.2354,1.3648,0.7407,1.4957
SATD202009,09/01/2020,43187717,44575057,35882035,37195191,7305682,7379866,23073723,24905971,20474551,22236952,2599172,2669019,53.4,55.9,57.1,59.8,35.6,36.2,1414,1608,23854,25158,25268,26766,23384755,27980224,4107404,4101666,924656,925650,1208370,1203549,157507264,163813085,330229,298790,273565,281679,2157,2553.4,37.1,37.6,111.1,257531,254995,131.9,0.2,42.6,20.3,98.5,3.2,103.67794174,126.72615648,1.22,0.4744,1.5978,0.6841,1.6212,0.3515,0.3794,1.2587,1.3618,0.7613,1.483
SATD202010,10/01/2020,49296527,49169720,40389937,39986869,8906590,9182851,27870756,27892440,24425708,24310509,3445048,3581931,56.5,56.7,60.5,60.8,38.7,39,1984,2205,28027,27035,30011,29240,28273746,28087796,4347618,4121906,976752,935814,1281426,1202971,161006011,144600733,350426,281331,288756,286173,2320.5,2610.8,40.1,38.1,111.3,266596,255505,132.6,0.5,41.4,-2.8,98.5,0,104.36363984,128.10651057,1.25,0.4762,1.6057,0.6916,1.6204,0.3103,0.3573,1.2788,1.3924,0.7721,1.4865
SATD202011,11/01/2020,53690474,56116861,43474923,44655893,10215551,11460967,27957384,29644654,23711619,24592051,4245765,5052603,52.1,52.8,54.5,55.1,41.6,44.1,2465,2824,26294,27315,28759,30139,28292818,34302567,4357884,4189250,936154,951432,1211475,1237849,137301130,134279965,310325,324685,282464,279994,2446.6,2346.7,40.4,39.2,112.4,238300,248198,132.9,0.2,49,18.4,101.8,3.4,104.82563731,129.55539692,1.26,0.5816,1.6319,0.7031,1.6674,0.2881,0.4123,1.2512,1.2516,0.7941,1.5009
